OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,DIAMETER,DRAINAGE_A,FLOW_RATE,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
322,1,322,43735,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,713,-157.756669508391070,21.284351411288640,79.0112457,50374,29810,Man Hole, , ,-157.756683914630941,21.284354835007662, , ,"Constructed, not dedicated",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-29810, 
323,0,323,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756477079553548,21.290231964833367,159.4950104,,,,,,,,,,,,,,,,,,,,,
324,0,324,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756478162337288,21.290194660954910,158.6560059,,,,,,,,,,,,,,,,,,,,,
325,0,325,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756470766312788,21.290040517156172,153.9697723,,,,,,,,,,,,,,,,,,,,,
326,0,326,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756448031451470,21.289911442858852,148.3714447,,,,,,,,,,,,,,,,,,,,,
327,0,327,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756421435800604,21.289803870452317,142.9537811,,,,,,,,,,,,,,,,,,,,,
328,0,328,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756375782616260,21.289656840291002,134.6597595,,,,,,,,,,,,,,,,,,,,,
329,0,329,44701,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,725,-157.756338406791997,21.289522365564778,127.5689850,,,,,,,,,,,,,,,,,,,,,
330,1,330,45147,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,733,-157.749456075937132,21.283728871790061,148.4973450,31846,22237,Man Hole, , ,-157.749470483076294,21.283732295509083,6.5, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22237, 
331,1,331,45147,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,733,-157.749513402321639,21.283698482798798,143.5424805,2198,22238,Man Hole, , ,-157.749527808561481,21.283701906517820,6.900000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22238, 
332,1,332,45453,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,742,-157.756629455285093,21.276348053919605,5.6096578,58434,22400,Man Hole, , ,-157.756643861524964,21.276351477638627, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22400, 
333,0,333,45453,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,742,-157.756609424685166,21.276250210378976,5.0817208,,,,,,,,,,,,,,,,,,,,,
334,0,334,45453,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,742,-157.756534331294318,21.275924378807076,3.3678114,,,,,,,,,,,,,,,,,,,,,
335,0,335,45453,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,742,-157.756452978622036,21.275610733048950,2.5822232,,,,,,,,,,,,,,,,,,,,,
336,1,336,45453,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,742,-157.756408149216696,21.275412351598789,2.2898369,51090,22408,Man Hole, , ,-157.756422555456538,21.275415775317811, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22408, 
337,0,337,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.756074426993194,21.298685802507805,320.6395264,,,,,,,,,,,,,,,,,,,,,
338,0,338,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.756074057371819,21.298674962979192,320.4136963,,,,,,,,,,,,,,,,,,,,,
339,0,339,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.756062748397085,21.298574580652428,318.4325256,,,,,,,,,,,,,,,,,,,,,
340,0,340,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.756043796084299,21.298470603735439,316.4624634,,,,,,,,,,,,,,,,,,,,,
341,0,341,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.756021054028395,21.298345114135770,314.0475159,,,,,,,,,,,,,,,,,,,,,
342,0,342,46474,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,754,-157.755975524051166,21.298182163276238,311.0397644,,,,,,,,,,,,,,,,,,,,,
343,1,343,47128,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,769,-157.757197701812458,21.284657298595505,118.2833939,53917,20707,Man Hole, , ,-157.757212108052329,21.284660722314527,8.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-20707, 
344,1,344,47128,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,769,-157.757412640680798,21.284562873377979,132.8929291,10579,20712,Man Hole, , ,-157.757427046920640,21.284566297097001,4, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-20712, 
345,1,345,47160,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,772,-157.756070400728390,21.288527368243479,99.5694733,36506,20613,Inlet/Outlet, , ,-157.756084807867552,21.288530791962557, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18149, ,True,None,HWES 25,HWES 25-20613, 
346,1,346,47160,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,772,-157.755660904327243,21.288595225689164,94.5943375,50236,20609,Catch Basin, , ,-157.755675310567113,21.288598649408186,5.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20609, 
347,0,347,48297,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,787,-157.753456533791962,21.283952722040567,25.6292057,,,,,,,,,,,,,,,,,,,,,
348,0,348,48297,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,787,-157.753441579864983,21.283920406701441,25.4033737,,,,,,,,,,,,,,,,,,,,,
349,0,349,48420,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,True, ,789,-157.751086055776824,21.278835997783119,-0.3696514,,,,,,,,,,,,,,,,,,,,,
350,0,350,48420,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,True, ,789,-157.750944143657279,21.278529145503740,-0.4588749,,,,,,,,,,,,,,,,,,,,,
351,1,351,49142,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,801,-157.761061267563406,21.276636112166898,25.9386578,1956,22630,Inlet/Outlet, , ,-157.761075673803276,21.276639536785240, , ,"Constructed, existing ROW",State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between State DOT Concrete Ditches and State DOT RCPs; OWNERSHIP taken from Streets; edited by FILENUM 18152, ,True,None,HMB 35,HMB 35-22630, 
352,0,352,49142,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,801,-157.761049133910376,21.276610323207876,25.0738297,,,,,,,,,,,,,,,,,,,,,
353,0,353,49142,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,801,-157.760985218193241,21.276214925478484,13.8472443,,,,,,,,,,,,,,,,,,,,,
354,0,354,49142,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Streets; edited by FILENUM 18152,True, ,801,-157.760988507913282,21.276180618141041,12.9765100,,,,,,,,,,,,,,,,,,,,,
355,0,355,50084,Ditch, , , ,72,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,True, ,811,-157.760889771345830,21.277289861737756,39.9036942,,,,,,,,,,,,,,,,,,,,,
356,0,356,50084,Ditch, , , ,72,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,True, ,811,-157.760775744504969,21.276678508906116,22.9542503,,,,,,,,,,,,,,,,,,,,,
357,0,357,50086,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,True, ,812,-157.750944143657279,21.278529145503740,-0.4588749,,,,,,,,,,,,,,,,,,,,,
358,0,358,50086,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,True, ,812,-157.750906300185562,21.278447317090070,-0.4787516,,,,,,,,,,,,,,,,,,,,,
359,0,359,50086,Channel, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,True, ,812,-157.750771082619337,21.278186767305499,-0.3714664,,,,,,,,,,,,,,,,,,,,,
360,0,360,51796,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,838,-157.760611462648853,21.282047967839503,270.5788879,,,,,,,,,,,,,,,,,,,,,
361,0,361,51796,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,838,-157.760638173412957,21.281910082884053,264.4709167,,,,,,,,,,,,,,,,,,,,,
362,0,362,51796,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,838,-157.760644723175403,21.281851602669406,261.6404724,,,,,,,,,,,,,,,,,,,,,
363,0,363,51796,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,838,-157.760642672721133,21.281789077304097,258.1925049,,,,,,,,,,,,,,,,,,,,,
364,0,364,51796,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,838,-157.760633347650838,21.281727226430405,254.4533386,,,,,,,,,,,,,,,,,,,,,
365,0,365,51797,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,839,-157.754882697578410,21.286574648701105,49.3468666,,,,,,,,,,,,,,,,,,,,,
366,0,366,51797,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,839,-157.754797650491156,21.286478695535436,47.0049820,,,,,,,,,,,,,,,,,,,,,
367,0,367,51797,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,839,-157.754779782760750,21.286459096610088,46.5181198,,,,,,,,,,,,,,,,,,,,,
368,0,368,51798,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,840,-157.756320901488380,21.289459384243230,125.4314423,,,,,,,,,,,,,,,,,,,,,
369,0,369,51798,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,840,-157.756273125904016,21.289287489626020,120.4241486,,,,,,,,,,,,,,,,,,,,,
370,0,370,51798,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,840,-157.756238957961500,21.289133307156476,116.0847092,,,,,,,,,,,,,,,,,,,,,
371,0,371,51798,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,840,-157.756204802609517,21.288971956190892,111.5819168,,,,,,,,,,,,,,,,,,,,,
372,0,372,51798,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,840,-157.756202135220349,21.288959674149680,111.2386932,,,,,,,,,,,,,,,,,,,,,
373,1,373,52451,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,854,-157.756971757940249,21.290770817918940,224.9339294,14256,20527,Man Hole, , ,-157.756986164180091,21.290774240738642,5.800000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 20,HWES 20-20527, 
374,1,374,52451,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,854,-157.756712265758438,21.290713274797838,196.0427246,41954,20530,Man Hole, , ,-157.756726672897599,21.290716697617540,4.500000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 20,HWES 20-20530, 
375,1,375,52539,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,860,-157.756706372501071,21.276681027007839,7.4440570,17009,22397,Catch Basin, , ,-157.756720778740913,21.276684450726862, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22397, 
376,0,376,52539,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,860,-157.756673197410095,21.276538711092712,6.6520376,,,,,,,,,,,,,,,,,,,,,
377,0,377,52539,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,860,-157.756647671053145,21.276433784491587,6.0761642,,,,,,,,,,,,,,,,,,,,,
378,1,378,52539,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,860,-157.756629455285093,21.276348053919605,5.6096578,58434,22400,Man Hole, , ,-157.756643861524964,21.276351477638627, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22400, 
379,1,379,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760615946668565,21.282347712776755,286.8013916,24122,63813,Inlet/Outlet, , ,-157.760630352908436,21.282351136495777, , , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Box Culvert and Ditch; edited by Parcels, ,True,None,HMB 35,HMB 35-63813, 
380,0,380,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760598868542928,21.282262979552911,281.4266663,,,,,,,,,,,,,,,,,,,,,
381,0,381,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760592510336068,21.282202464172428,277.8904114,,,,,,,,,,,,,,,,,,,,,
382,0,382,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760594760439801,21.282141961382479,274.7808533,,,,,,,,,,,,,,,,,,,,,
383,0,383,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760599113158520,21.282111714484074,273.3819580,,,,,,,,,,,,,,,,,,,,,
384,0,384,53714,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,873,-157.760611462648853,21.282047967839503,270.5788879,,,,,,,,,,,,,,,,,,,,,
385,0,385,53717,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,876,-157.755371950355197,21.287069988988833,63.9797096,,,,,,,,,,,,,,,,,,,,,
386,0,386,53717,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,876,-157.754984721167915,21.286679698509317,52.0480766,,,,,,,,,,,,,,,,,,,,,
387,0,387,53717,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,876,-157.754893085647353,21.286586368666008,49.6326065,,,,,,,,,,,,,,,,,,,,,
388,0,388,53717,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,876,-157.754882697578410,21.286574648701105,49.3468666,,,,,,,,,,,,,,,,,,,,,
389,0,389,53719,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,878,-157.756124870866074,21.288517155542365,100.2136612,,,,,,,,,,,,,,,,,,,,,
390,0,390,53719,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,878,-157.756036338905886,21.288011962282269,90.3660202,,,,,,,,,,,,,,,,,,,,,
391,1,391,54051,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,889,-157.756494536293786,21.284254762047681,66.4496078,29924,22219,Man Hole, , ,-157.756508942533628,21.284258185766703,5.2, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22219, 
392,1,392,54051,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,889,-157.756417770163921,21.284274328597462,61.1761589,48341,22218,Man Hole, , ,-157.756432177303111,21.284277752316484,6.700000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22218, 
393,1,393,54085,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,893,-157.757333964390909,21.286862124187735,160.8286591,53916,20658,Man Hole, , ,-157.757348370630780,21.286865547906757,5.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20658, 
394,1,394,54085,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,893,-157.757563215070292,21.286773526577065,178.5333099,48405,20663,Catch Basin, , ,-157.757577621310134,21.286776950296087,5.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20663, 
395,1,395,54201,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,899,-157.754519159231791,21.284101063413402,24.5702782,8634,22222,Man Hole, , ,-157.754533565471633,21.284104487132424,4.800000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22222, 
396,1,396,54201,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,899,-157.753771656236921,21.284392609231588,27.8578854,23545,20716,Inlet/Outlet, , ,-157.753786063376083,21.284396032950610, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 35,HWES 35-20716, 
397,1,397,54364,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,906,-157.750169787805447,21.280256409505739,9.4753103,46477,22348,Man Hole, , ,-157.750184194045289,21.280259834124081,4.600000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22348, 
398,0,398,54364,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,906,-157.750096230456649,21.280115107126562,8.2311878,,,,,,,,,,,,,,,,,,,,,
399,0,399,54364,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,906,-157.750065143591485,21.280044969000187,7.5244365,,,,,,,,,,,,,,,,,,,,,
400,1,400,54364,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,906,-157.750039539892811,21.279987938492638,6.9285641,30890,22354,Man Hole, , ,-157.750053946132681,21.279991362211661,4.6, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22354, 
401,0,401,55354,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,913,-157.753676569118340,21.284428221485257,28.4455185,,,,,,,,,,,,,,,,,,,,,
402,0,402,55354,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,913,-157.753456533791962,21.283952722040567,25.6292057,,,,,,,,,,,,,,,,,,,,,
403,0,403,55356,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,915,-157.756338406791997,21.289522365564778,127.5689850,,,,,,,,,,,,,,,,,,,,,
404,0,404,55356,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,915,-157.756320901488380,21.289459384243230,125.4314423,,,,,,,,,,,,,,,,,,,,,
405,1,405,55945,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,924,-157.755961775215724,21.287605919277780,82.3617249,57547,20641,Inlet/Outlet, , ,-157.755976181455594,21.287609342996859, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 27,HWES 27-20641, 
