OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
59,0,59,3252,Ditch,378.853707520000000, , ,175.353000, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Private HT Ditch; OWNERSHIP taken from Parcels; edited by FILENUM 18156 and Easements, ,37,-157.745048882599832,21.279950307260947,42.4371109,72,,,,, ,,,,,,,,,,,,,,,,,
60,0,60,3252,Ditch,378.853707520000000, , ,175.353000, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Private HT Ditch; OWNERSHIP taken from Parcels; edited by FILENUM 18156 and Easements, ,37,-157.745060799516267,21.279887231510600,39.0048065,72,,,,, ,,,,,,,,,,,,,,,,,
61,1,61,3253,Reinforced Concrete Pipe,40.160184889999996,18, ,40.160000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,38,-157.757135916589249,21.283604704193806,106.3167419,62,2199,22242,Catch Basin, , ,-157.757150322829119,21.283608127912828,4.200000,HWES 35-6-4,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by Engr. Field Report - DFM-Roads, ,None,HWES 35,HWES 35-22242, 
62,0,62,3253,Reinforced Concrete Pipe,40.160184889999996,18, ,40.160000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,38,-157.757099282705695,21.283555528365014,103.5779800,62,,,,, ,,,,,,,,,,,,,,,,,
63,0,63,3253,Reinforced Concrete Pipe,40.160184889999996,18, ,40.160000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,38,-157.757075467758597,21.283524395634402,101.8149643,62,,,,, ,,,,,,,,,,,,,,,,,
64,1,64,3253,Reinforced Concrete Pipe,40.160184889999996,18, ,40.160000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,38,-157.757062614647907,21.283526742864922,100.9956131,62,41914,22247,Man Hole, , ,-157.757077020887778,21.283530166583944,4.900000, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by Engr. Field Report - DFM-Roads, ,None,HWES 35,HWES 35-22247, 
65,1,65,3254,Reinforced Concrete Pipe,231.123778939999994,30, ,231.127000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,39,-157.749837338122632,21.283627674677518,122.0330887,91,57492,22241,Man Hole, , ,-157.749851745261793,21.283631098396540,5.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22241, 
66,0,66,3254,Reinforced Concrete Pipe,231.123778939999994,30, ,231.127000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,39,-157.750112436239903,21.283563459486118,104.0448685,91,,,,, ,,,,,,,,,,,,,,,,,
67,0,67,3254,Reinforced Concrete Pipe,231.123778939999994,30, ,231.127000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,39,-157.750419490866790,21.283493934697390,84.6364594,91,,,,, ,,,,,,,,,,,,,,,,,
68,1,68,3254,Reinforced Concrete Pipe,231.123778939999994,30, ,231.127000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,39,-157.750496621222055,21.283476005813043,79.8307571,91,46468,22248,Man Hole, , ,-157.750511027461926,21.283479429532122,4.100000,HWES 38-5-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22248, 
69,1,69,3363,Reinforced Concrete Pipe,26.695448010000000,18, ,26.695000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,43,-157.754252927530558,21.289208320507612,103.7083664,89,38314,20583,Man Hole, , ,-157.754267333770400,21.289211743327371,8.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20583, 
70,1,70,3363,Reinforced Concrete Pipe,26.695448010000000,18, ,26.695000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,43,-157.754315639055477,21.289252436750587,101.5380173,89,33681,20580,Catch Basin, , ,-157.754330045295319,21.289255860469609,8.500000,HWES 25-30-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20580, 
71,1,71,3375,Reinforced Concrete Pipe,106.864813290000001,42, ,106.866000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,44,-157.753629677567545,21.282265517439725,14.9223862,23,2206,22276,Man Hole, , ,-157.753644083807387,21.282268941158748,7.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22276, 
72,0,72,3375,Reinforced Concrete Pipe,106.864813290000001,42, ,106.866000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,44,-157.753602874173282,21.282266359205153,14.9014444,23,,,,, ,,,,,,,,,,,,,,,,,
73,0,73,3375,Reinforced Concrete Pipe,106.864813290000001,42, ,106.866000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,44,-157.753406333635354,21.282337429029155,15.0879478,23,,,,, ,,,,,,,,,,,,,,,,,
74,1,74,3375,Reinforced Concrete Pipe,106.864813290000001,42, ,106.866000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,44,-157.753335429286608,21.282364101122425,15.1529608,23,54757,22272,Catch Basin, , ,-157.753349836425770,21.282367524841447,9.300000,HWES 39-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22272, 
75,1,75,3376,Reinforced Concrete Pipe,23.647753359999999,42, ,29.657000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,45,-157.753697083553533,21.282281221401320,15.0743914,23,20750,22273,Man Hole, , ,-157.753711489793403,21.282284645120342,7.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,None,HWES 39,HWES 39-22273, 
76,1,76,3376,Reinforced Concrete Pipe,23.647753359999999,42, ,29.657000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,45,-157.753629677567545,21.282265517439725,14.9223862,23,2206,22276,Man Hole, , ,-157.753644083807387,21.282268941158748,7.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22276, 
77,1,77,3485,Reinforced Concrete Pipe,13.274717089999999,18, ,13.275000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,46,-157.753168237224344,21.287947127458040,119.7297287,34,29977,20630,Man Hole, , ,-157.753182643464186,21.287950550277742, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 31,HWES 31-20630, 
78,1,78,3485,Reinforced Concrete Pipe,13.274717089999999,18, ,13.275000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,46,-157.753172335434897,21.287910785854137,118.3951645,34,36507,20634,Catch Basin, , ,-157.753186741674767,21.287914209573159, ,HWES 31-7-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 31,HWES 31-20634, 
79,1,79,3486,Reinforced Concrete Pipe,18.692228740000001,18, ,10, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,47,-157.755189944660202,21.287866119226067,74.9119339,37,14258,20635,Man Hole, , ,-157.755204350900044,21.287869542945089, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20635, 
80,1,80,3486,Reinforced Concrete Pipe,18.692228740000001,18, ,10, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,47,-157.755149983285065,21.287830832526936,73.6856155,37,16125,20636,Catch Basin, , ,-157.755164390424255,21.287834255346638, ,HWES 28-2-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20636, 
81,1,81,3513,Reinforced Concrete Pipe,23.943191750000000,18, ,23.943000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,51,-157.752417641460966,21.292185686220478,296.9622803,7,50230,20507,Man Hole, , ,-157.752432047700808,21.292189109939500,4.700000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20507, 
82,1,82,3513,Reinforced Concrete Pipe,23.943191750000000,18, ,23.943000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,51,-157.752464721869387,21.292136720833071,290.0946045,7,50231,20508,Catch Basin, , ,-157.752479128109258,21.292140143652773,5,HWES 15-6-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20508, 
83,1,83,3514,Reinforced Concrete Pipe,143.107131589999995,18, ,143.108000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,52,-157.755959542199093,21.291624454405110,168.4900970,31,34621,20512,Inlet/Outlet, , ,-157.755973948438935,21.291627877224812, ,HWES 18,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18150, ,None,HWES 18,HWES 18-20512, 
84,1,84,3514,Reinforced Concrete Pipe,143.107131589999995,18, ,143.108000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,52,-157.756332282408891,21.291806580609261,180.5062866,31,9611,20510,Man Hole, , ,-157.756346688648733,21.291810004328283,5.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 18,HWES 18-20510, 
85,1,85,3515,Reinforced Concrete Pipe,45.860727709999999,18, ,45.861000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,53,-157.754252927530558,21.289208320507612,103.7083664,89,38314,20583,Man Hole, , ,-157.754267333770400,21.289211743327371,8.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20583, 
86,1,86,3515,Reinforced Concrete Pipe,45.860727709999999,18, ,45.861000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,53,-157.754166483796155,21.289305146015749,110.5071869,89,50233,20578,Catch Basin, , ,-157.754180890935345,21.289308569734771,8.300000,HWES 25-30-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20578, 
87,1,87,3516,Reinforced Concrete Pipe,46.242055340000000,18, ,46.242000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,54,-157.754436632044900,21.289797233455602,107.7950363,89,26353,20559,Catch Basin, , ,-157.754451038284770,21.289800657174624, ,HWES 25-31-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20559, 
88,1,88,3516,Reinforced Concrete Pipe,46.242055340000000,18, ,46.242000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,54,-157.754366684574791,21.289688112416513,109.0718307,89,52129,20565,Man Hole, , ,-157.754381090814661,21.289691535236216, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20565, 
89,1,89,3517,Reinforced Concrete Pipe,247.024652900000007,24, ,247.027000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,55,-157.757826131870473,21.289439557789422,273.4129639,25,38313,20573,Man Hole, , ,-157.757840538110315,21.289442981508444, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 21,HWES 21-20573, 
90,1,90,3517,Reinforced Concrete Pipe,247.024652900000007,24, ,247.027000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,55,-157.757336981616390,21.289941829152156,239.7126770,25,57545,20557,Man Hole, , ,-157.757351387856232,21.289945252871178,6.700000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 21,HWES 21-20557, 
91,1,91,3518,Reinforced Concrete Pipe,33.399922740000001, , ,33.400000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,56,-157.752256113328940,21.289322926511886,233.5697174,89,56628,20577,Man Hole, , ,-157.752270519568782,21.289326349331589,7.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20577, 
92,1,92,3518,Reinforced Concrete Pipe,33.399922740000001, , ,33.400000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,56,-157.752173417968834,21.289372398217665,244.3372040,89,23529,20574,Catch Basin, , ,-157.752187825108024,21.289375821037368,7.5,HWES 25-15-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20574, 
93,1,93,3519,Reinforced Concrete Pipe,18.759381749999999, , ,18.760000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,57,-157.752278061283477,21.289370294703360,232.8910370,89,40134,20575,Catch Basin, , ,-157.752292468422638,21.289373718422439,6.500000,HWES 25-15-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20575, 
94,1,94,3519,Reinforced Concrete Pipe,18.759381749999999, , ,18.760000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,57,-157.752256113328940,21.289322926511886,233.5697174,89,56628,20577,Man Hole, , ,-157.752270519568782,21.289326349331589,7.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20577, 
95,2,95,3540,Reinforced Concrete Pipe,36.314480930000002,24, ,36.315000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,58,-157.755794731541584,21.286709590175519,65.2907639,36,30947,20667,Grate/Drain Inlet, , ,-157.755809137781455,21.286713013894541, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 29,HWES 29-20667, 
96,1,96,3540,Reinforced Concrete Pipe,36.314480930000002,24, ,36.315000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,58,-157.755712383319803,21.286773130875360,64.6084518,36,48404,20662,Catch Basin, , ,-157.755726789559674,21.286776553695063,7.100000,HWES 29-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 29,HWES 29-20662, 
97,1,97,3911,Reinforced Concrete Pipe,61.117610470000002,24, ,48.116000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,63,-157.753267666269750,21.277988831919117,4.9141059,78,12438,25688,Inlet/Outlet, , ,-157.753282073408940,21.277992255638139, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between RCPs and Open Ditch; edited by FILENUM 18153, ,None,HMB 30,HMB 30-25688, 
98,0,98,3911,Reinforced Concrete Pipe,61.117610470000002,24, ,48.116000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,63,-157.753277846595324,21.278012211594330,4.9450502,78,,,,, ,,,,,,,,,,,,,,,,,
99,0,99,3911,Reinforced Concrete Pipe,61.117610470000002,24, ,48.116000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,63,-157.753340081479536,21.278113146104886,5.1302600,78,,,,, ,,,,,,,,,,,,,,,,,
100,1,100,3911,Reinforced Concrete Pipe,61.117610470000002,24, ,48.116000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,63,-157.753357171296386,21.278134156066471,5.1808844,78,50186,22387,Inlet/Outlet, , ,-157.753371577536257,21.278137580684870, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between RCPs; edited by FILENUM 18153, ,None,HMB 30,HMB 30-22387, 
101,1,101,4178,Reinforced Concrete Pipe,43.083859529999998,36, ,43.084000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,65,-157.756781409234605,21.290197339135943,190.0023346,25,12374,20548,Man Hole, , ,-157.756795815474476,21.290200761955646,6.300000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 21,HWES 21-20548, 
102,1,102,4178,Reinforced Concrete Pipe,43.083859529999998,36, ,43.084000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,65,-157.756659823591946,21.290230239034372,178.3295593,25,27266,20546,Man Hole, , ,-157.756674229831816,21.290233662753394,5.3, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 21,HWES 21-20546, 
103,1,103,4179,Reinforced Concrete Pipe,244.430716660000002,24, ,244.433000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,66,-157.755213312644230,21.290382350365235,129.4097443,51,2571,20540,Man Hole, , ,-157.755227718884100,21.290385774084257,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20540, 
104,1,104,4179,Reinforced Concrete Pipe,244.430716660000002,24, ,244.433000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,66,-157.755903155606120,21.290195842664048,136.6459503,51,35579,20549,Man Hole, , ,-157.755917561845962,21.290199265483750, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20549, 
105,1,105,4325,Reinforced Concrete Pipe,98.051161269999994,18, ,123.033000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,67,-157.754180096833977,21.284652969259184,27.5080605,32,38329,20706,Man Hole, , ,-157.754194503973139,21.284656392978206,5.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20706, 
106,1,106,4325,Reinforced Concrete Pipe,98.051161269999994,18, ,123.033000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,67,-157.753917786176856,21.284764400656627,29.4052753,32,42095,29835,Inlet/Outlet, , ,-157.753932192416727,21.284767824375649, ,HWES 34,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,None,HWES 34,HWES 34-29835, 
107,1,107,4326,Reinforced Concrete Pipe,41.459795530000001,18, ,41.460000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,68,-157.757412640680798,21.284562873377979,132.8929291,62,10579,20712,Man Hole, , ,-157.757427046920640,21.284566297097001,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 35,HWES 35-20712, 
108,1,108,4326,Reinforced Concrete Pipe,41.459795530000001,18, ,41.460000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,68,-157.757496582501261,21.284645559744831,139.6484222,62,22618,20708,Catch Basin, , ,-157.757510988741103,21.284648983463853,4.3,HWES 35-10,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 35,HWES 35-20708, 
109,1,109,4327,Reinforced Concrete Pipe,102.491337700000003,18, ,102.493000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,69,-157.754460037800470,21.284549200984884,25.8234005,32,40145,20713,Man Hole, , ,-157.754474444040341,21.284552624703906,4.100000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20713, 
110,1,110,4327,Reinforced Concrete Pipe,102.491337700000003,18, ,102.493000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,69,-157.754180096833977,21.284652969259184,27.5080605,32,38329,20706,Man Hole, , ,-157.754194503973139,21.284656392978206,5.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20706, 
111,1,111,4478,Reinforced Concrete Pipe,67.038159370000002,24, ,67.039000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,73,-157.754281003465508,21.289105924598800,99.8310318,89,50235,20587,Man Hole, , ,-157.754295409705378,21.289109348317822,7.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20587, 
